name,team,position,ovr,spd,str,agi,awr,acc,jmp,cod
Kalieb Osborne,UCONN,QB,71,82,61,83,,85,81,82
Matt Hoffman,UCONN,LEDG,71,75,76,77,,82,80,67
Moussa Kane,UCONN,CB,71,90,62,89,,93,89,88
Shawn Simeon,UCONN,HB,71,87,56,87,,89,82,86
Steve Miller,UCONN,FS,71,85,60,86,,89,87,86
Braedyn Moore,UCONN,SS,70,86,69,82,,87,86,80
Cam Abshire,UCONN,WR,70,86,52,82,,88,89,79
Chamberlain Campbell,UCONN,REDG,70,78,73,79,,86,82,72
Hannes Hammer,UCONN,LT,70,59,86,52,,68,65,48
J.C. Blackshear,UCONN,WR,70,88,64,86,,89,82,84
Ky Wilson,UCONN,WR,70,87,44,86,,88,84,85
Mike Baker,UCONN,K,70,55,50,57,,57,64,52
Renick Dorilas,UCONN,CB,70,92,41,90,,94,85,90
Tamarus Walker,UCONN,LG,70,55,86,53,,62,59,53
Josh Teague,UCONN,WR,69,88,66,86,,89,84,87
Kamren Flowers,UCONN,WR,69,89,41,88,,90,87,87
Kylish Hicks,UCONN,CB,69,85,69,84,,87,86,83
Melvin Hills Iii,UCONN,DT,69,75,78,66,,83,84,66
Nathan Pahanich,UCONN,RT,69,62,80,60,,72,72,54
Zion Paret,UCONN,CB,69,87,52,85,,89,87,82
Zy'Marion Lang,UCONN,WR,69,89,51,87,,92,91,85
Alex Godavitarne,UCONN,TE,68,76,79,80,,84,83,74
Cj Bell Jr.,UCONN,CB,68,90,47,86,,89,89,84
Lonnie Walker,UCONN,WILL,68,81,63,86,,90,85,81
Mason Howard,UCONN,LT,68,62,82,61,,69,76,55
Matt Weaver,UCONN,WILL,68,82,62,87,,91,86,84
Tyler Mckinstry,UCONN,CB,68,89,50,86,,92,84,85
Xavier Watson,UCONN,TE,68,76,65,77,,80,79,74
Noah Flemings,UL MONROE,MIKE,83,81,81,79,,85,79,78
Carl Fauntroy,UL MONROE,FS,81,87,59,86,,89,83,84
Nic Trujillo,UL MONROE,WR,77,87,54,86,,89,82,83
Derrick Jameson,UL MONROE,HB,76,83,78,76,,86,77,72
Makenzie Ryan,UL MONROE,P,76,69,48,57,,72,72,50
Parker Fulghum,UL MONROE,WR,76,86,65,86,,90,82,86
Aj Vinson,UL MONROE,RT,75,65,84,69,,75,60,55
Brandon Buckhaulter,UL MONROE,WR,75,84,72,83,,87,85,79
Donald Chaney,UL MONROE,HB,75,86,81,82,,87,85,76
Jabari Tiller,UL MONROE,SS,74,86,65,82,,90,84,80
Jaydon Wright,UL MONROE,HB,74,83,80,78,,85,81,77
Abram Murray,UL MONROE,K,73,67,54,64,,64,74,61
Aidan Armenta,UL MONROE,QB,73,78,63,79,,81,80,77
Jaeden Calendar,UL MONROE,LEDG,73,77,78,77,,83,79,74
Jp Coulter,UL MONROE,WR,73,88,53,86,,90,89,83
Kaliem Crosweel,UL MONROE,LG,72,66,86,56,,74,60,44
Bryce Anderson,UL MONROE,TE,71,75,75,73,,79,70,71
Lazavier Amos,UL MONROE,MIKE,71,80,70,78,,81,79,73
Marcellus Jackson,UL MONROE,WR,71,89,48,87,,92,82,86
Rob Oldenburg,UL MONROE,RT,71,62,83,77,,79,74,58
Austin Carlisle,UL MONROE,QB,70,93,52,88,,95,89,87
Dalen Huston,UL MONROE,WR,70,84,72,82,,86,86,79
Gavin Howard,UL MONROE,WR,70,86,61,85,,91,83,85
Sean Dugery,UL MONROE,C,70,56,84,51,,61,68,46
J.R. Westbrook,UL MONROE,HB,69,85,76,83,,88,81,83
Jayden Lewis,UL MONROE,CB,69,85,57,87,,89,91,86
Julian Walker,UL MONROE,HB,69,87,74,82,,89,88,76
Larell Howling,UL MONROE,SS,69,85,64,83,,87,81,77
Rashaun Rosemond,UL MONROE,WR,69,88,61,85,,89,85,85
Bryson Roland,UL MONROE,HB,68,89,65,87,,90,87,84
Cade Callahan,UL MONROE,TE,68,76,67,77,,82,83,73
Cj Wilson Jr.,UL MONROE,REDG,68,79,78,71,,79,74,66
Cooper Eldridge,UL MONROE,TE,68,77,74,76,,78,73,72
Derek Omoregie,UL MONROE,REDG,68,75,77,72,,79,83,65
Korian Wilson,UL MONROE,CB,68,84,61,85,,88,87,83
Stephen Evans,UL MONROE,WR,68,90,54,89,,91,88,89
Tremaine Ware,UL MONROE,WR,68,88,59,87,,89,85,85
Tyler Martin,UMASS,WILL,81,81,77,80,,84,79,78
Joseph Griffin Jr.,UMASS,WR,79,90,75,87,,87,91,86
Zeraun Daniel,UMASS,FS,79,87,69,85,,89,87,82
T.Y. Harding,UMASS,WR,78,89,56,87,,92,81,85
Andrew Depaepe,UMASS,LEDG,76,77,80,77,,88,84,70
Derek Morris,UMASS,K,76,59,51,55,,65,59,50
Greg Desrosiers Jr,UMASS,HB,76,85,76,84,,88,80,84
Aitor Urionabarrenechea,UMASS,LG,75,60,89,58,,68,59,49
Tim Baldwin Jr.,UMASS,HB,75,87,74,83,,91,83,87
Jordan Washington,UMASS,HB,74,86,74,84,,88,85,82
Justin Williams-Thomas,UMASS,HB,74,88,67,86,,91,85,85
Timmy Hinspecter,UMASS,MIKE,74,79,74,76,,82,79,74
William Depaepe,UMASS,REDG,74,79,71,78,,88,84,77
Elijah Faulkner,UMASS,HB,73,89,61,85,,88,87,84
Greg Knox,UMASS,LT,73,60,85,63,,70,66,49
Reece Adkins,UMASS,TE,73,76,76,76,,83,77,71
Tj Magee,UMASS,CB,73,87,65,87,,88,83,85
Trace Pullen,UMASS,HB,73,86,71,86,,91,81,87
Devin Matthews,UMASS,WR,72,88,55,86,,89,86,87
Isaiah Reed,UMASS,CB,72,89,63,89,,90,88,87
Kezion Dia-Johnson,UMASS,WR,72,90,53,89,,93,89,87
Matthew Ogunniyi,UMASS,TE,72,82,67,83,,86,82,76
Max Dowling,UMASS,TE,72,75,73,75,,77,77,71
Owen Anderson,UMASS,TE,72,79,70,75,,83,83,73
Da'Marion Alberic,UMASS,HB,71,87,57,87,,89,84,82
Justin Krueger,UMASS,LEDG,71,77,84,75,,80,77,74
Aubrey Melvin,UMASS,DT,70,65,80,63,,66,68,54
Dd Snyder,UMASS,SS,70,86,64,84,,88,85,83
Kendall Bournes,UMASS,SS,70,85,64,84,,87,85,81
William Watson Iii,UMASS,QB,70,87,61,90,,91,83,88
Chris Stanley,UMASS,CB,69,84,52,85,,88,83,80
Edward Phillipson,UMASS,P,69,56,25,60,,55,56,43
Elijah Pedro,UMASS,WR,69,86,42,86,,89,85,82
Jahmad Harmon,UMASS,FS,69,87,55,85,,88,81,81
Logan Inagawa,UMASS,QB,69,78,67,75,,81,86,75
Rj Johnson Iii,UMASS,QB,69,78,68,79,,83,79,79
Romando Johnson,UMASS,REDG,69,76,71,76,,81,83,72
Zakar Morris,UMASS,DT,69,69,78,66,,73,70,52
Dallas Elliott,UMASS,WR,68,85,52,84,,87,87,80
David Karic,UMASS,WR,68,90,57,88,,91,88,89
Greg Klingensmith,UMASS,RT,68,64,81,65,,72,75,55
Jc Clark,UMASS,CB,68,86,39,86,,89,83,84
Joshua Nobles,UMASS,REDG,68,73,75,73,,76,75,67
Kamarion Thomas,UMASS,DT,68,69,81,67,,76,75,61
Keith Sarkodieh,UMASS,FS,68,83,61,84,,87,86,79
Michael Robinson Ii,UMASS,WILL,68,87,67,83,,88,82,84
Raheim Sexil,UMASS,CB,68,86,62,82,,88,89,84
Zachary Betts,UMASS,REDG,68,74,75,73,,82,82,68
Zachary Franks,UMASS,RT,68,56,86,52,,64,74,51
Jai'Den Thomas,UNLV,HB,89,91,65,93,,93,87,90
Jaylon Glover,UNLV,HB,83,90,74,86,,92,84,85
Austin Boyd,UNLV,RT,82,63,88,62,,73,67,57
Lucas Conti,UNLV,DT,82,70,84,65,,79,71,57
Denver Harris,UNLV,CB,81,92,65,92,,93,93,90
Taz Reddicks,UNLV,WR,81,91,60,89,,93,87,88
Bj Tolo,UNLV,RG,80,61,87,59,,71,66,53
Will Thomas,UNLV,LT,80,64,89,55,,72,68,53
Cohen Fuller,UNLV,DT,79,61,85,64,,71,72,49
Jake Pope,UNLV,SS,79,85,69,84,,87,87,81
Keyan Burnett,UNLV,TE,79,82,73,82,,89,87,75
Griffin Scroggs,UNLV,C,78,54,90,56,,63,60,52
Jackson Arnold,UNLV,QB,78,84,66,86,,88,82,85
Troy Stellato,UNLV,WR,78,89,58,90,,93,85,88
Avery Helm,UNLV,CB,77,90,63,88,,94,92,85
Blesyng Alualu-Tuidolemotu,UNLV,MIKE,77,83,72,79,,87,82,77
Layne Roosevelt,UNLV,LT,77,68,77,79,,83,80,57
Quandarius Keyes,UNLV,CB,77,89,57,88,,90,84,85
Taeshaun Lyons,UNLV,WR,77,91,55,91,,93,95,89
Alex Orji,UNLV,QB,76,89,77,88,,90,93,86
Kamran Williams,UNLV,HB,76,87,66,87,,89,85,84
Kyron Chambers,UNLV,CB,76,90,68,88,,93,90,86
Landen Thomas,UNLV,REDG,76,84,75,84,,89,90,78
Amorion Walker,UNLV,WR,75,93,55,97,,94,98,93
Cam Santee,UNLV,MIKE,75,81,77,82,,85,83,79
Deangelo Irvin Jr.,UNLV,WR,75,90,46,90,,92,88,87
Elias Rudolph,UNLV,LEDG,75,82,67,79,,88,85,72
Tre Fulton,UNLV,FS,75,88,64,87,,90,89,85
Jackson Brown,UNLV,LG,74,61,84,54,,73,73,52
Kahlil Scott,UNLV,CB,74,88,59,85,,89,84,86
Kamuela Ka'Aihue,UNLV,WILL,74,83,77,79,,86,83,77
Ramon Villela,UNLV,K,74,60,53,55,,63,59,55
Tavian Mcnair,UNLV,WR,74,88,54,87,,87,89,85
Landyn Cleveland,UNLV,FS,73,89,63,86,,91,87,84
Mumu Bin-Wahad,UNLV,CB,73,89,63,87,,91,88,86
Colton Thomasson,UNLV,LG,72,56,88,55,,67,70,54
Darrien Jones,UNLV,HB,72,83,83,78,,86,80,77
Herb Gray,UNLV,DT,72,71,84,70,,77,77,63
Tony-Louis Nkuba,UNLV,CB,72,88,50,87,,90,85,86
Johnathan Cousins-Davis,UNLV,RT,71,64,83,78,,80,75,57
Matt Byrnes,UNLV,TE,71,73,74,74,,79,72,71
Eli Sanchez,UNLV,RG,70,64,79,66,,74,65,57
Jimmy Mcculloch,UNLV,DT,70,60,88,62,,73,70,46
Kayden Mcgee,UNLV,WR,70,92,47,88,,94,88,87
Tatum Bell Jr.,UNLV,WR,70,87,58,85,,88,89,85
Velltray Jefferson,UNLV,TE,70,79,66,81,,83,85,74
Dee Crayton,UNLV,MIKE,69,80,73,81,,88,84,78
Frank Grant,UNLV,LT,69,60,85,74,,72,71,53
Keenan Broyles,UNLV,REDG,69,73,81,73,,81,77,63
Marquis Bass,UNLV,CB,69,89,59,89,,92,88,89
Taylor Shields,UNLV,LEDG,69,69,85,68,,74,71,59
Bryce Robinson,UNLV,DT,68,73,77,72,,81,86,65
Chase Royer,UNLV,QB,68,83,66,88,,87,83,88
Danny Boden,UNLV,WR,68,89,58,84,,91,82,85
Elton Blackwell,UNLV,LT,68,62,86,74,,76,73,53
Jae Beasley Ii,UNLV,TE,68,73,82,76,,77,69,72
Mark Iheanachdr,UNLV,WILL,68,80,71,76,,85,81,75
Nigel Watters,UNLV,DT,68,62,87,62,,73,74,47
Raphael Keenan,UNLV,SS,68,88,58,88,,91,85,87
Terrell Brewington,UNLV,SS,68,88,53,88,,91,84,88
Will Mooney,UNLV,WILL,68,76,79,77,,84,81,71
Jayden Maiava,USC,QB,92,83,78,86,,87,82,86
Jontez Williams,USC,CB,91,89,75,89,,92,91,87
Waymond Jordan,USC,HB,88,90,77,91,,93,84,90
Elijah Paige,USC,LT,87,69,90,72,,79,73,59
Jide Abasiri,USC,DT,87,74,88,73,,84,75,69
King Miller,USC,HB,87,88,77,86,,92,85,86
Terrell Anderson,USC,WR,86,92,70,91,,93,91,89
Desman Stephens Ii,USC,MIKE,84,86,80,82,,87,80,79
Alex Vansumeren,USC,DT,83,63,88,64,,76,72,51
Braylan Shelby,USC,LEDG,83,81,83,78,,86,85,71
Christian Pierce,USC,FS,83,88,69,87,,91,87,88
Zuriah Fisher,USC,REDG,83,81,81,80,,89,84,70
Luke Waffle,USC,LEDG,82,82,84,84,,87,79,76
Marcelles Williams,USC,CB,82,92,56,93,,94,84,91
Mark Bowman,USC,TE,82,87,67,85,,90,88,84
Brandon Lockhart,USC,CB,81,91,45,92,,94,91,90
Deven Bryant,USC,WILL,81,84,79,83,,90,87,80
Kilian O'Connor,USC,C,81,65,86,68,,73,72,60
Chasen Johnson,USC,CB,80,90,57,90,,93,90,89
Jaimeon Winfield,USC,DT,80,68,87,65,,79,77,63
Justin Tauanuu,USC,RT,80,64,90,64,,75,76,56
Prophet Brown,USC,CB,80,92,65,93,,94,91,94
Tobias Raymond,USC,LG,80,59,89,57,,71,71,54
Trent Mosley,USC,WR,80,90,55,92,,93,87,90
Zacharyus Williams,USC,WR,80,88,65,90,,92,91,88
Jamaal Jarrett,USC,DT,79,56,94,59,,71,66,41
Kayden Dixon-Wyatt,USC,WR,79,89,56,90,,91,91,88
Mark Conrad,USC,REDG,79,78,81,78,,86,84,71
Riley Wormley,USC,HB,79,89,65,90,,93,87,89
Ryon Sayeri,USC,K,79,69,45,61,,68,74,56
Deshonne Redeaux,USC,HB,78,92,66,90,,92,91,89
Elbert Hill Iv,USC,CB,78,90,54,93,,92,89,92
Floyd Boucard,USC,DT,78,67,86,62,,75,71,54
Romero Ison,USC,WR,78,91,54,93,,94,89,93
Trestin Castro,USC,CB,78,88,55,92,,92,90,90
Alani Noa,USC,RG,77,57,89,58,,68,67,55
Dezmond Barber,USC,WR,77,90,65,89,,92,89,90
Jadyn Ramos,USC,LEDG,77,84,71,81,,88,83,72
Shahn Alston,USC,HB,77,87,78,86,,89,84,85
Elijah Newby,USC,MIKE,76,87,69,87,,92,89,84
Elijah Vaikdna,USC,LT,76,53,94,50,,62,65,47
Jonas Williams,USC,QB,76,85,66,89,,91,88,87
Keenyi Pepe,USC,RT,76,68,88,74,,77,65,66
Kennedy Urlacher,USC,SS,76,87,67,86,,91,84,85
Sam Huard,USC,QB,76,73,65,74,,76,74,73
Grayson Farmer,USC,P,75,71,52,71,,72,60,69
Sam Mclaughlin,USC,K,75,69,51,64,,69,75,64
Shaun Scott,USC,REDG,75,83,75,81,,87,83,78
Talanoa Ili,USC,MIKE,75,83,72,85,,87,82,81
Tucker Ashcraft,USC,TE,75,76,76,79,,85,82,71
Cash Jacobsen,USC,DT,74,70,82,65,,76,69,55
Jadyn Walker,USC,WILL,74,82,74,83,,86,85,79
Josiah Leftiti,USC,DT,74,65,87,65,,80,75,52
Luc Weaver,USC,WR,74,92,70,90,,94,91,87
Vlad Dyakonov,USC,RT,74,71,81,72,,79,65,64
Corey Simms,USC,WR,73,89,67,87,,88,90,85
Hayden Treter,USC,LG,73,62,88,66,,74,71,55
Lorenzo Way,USC,RG,73,57,87,68,,70,69,62
Breck Kolojay,USC,LG,72,66,89,61,,73,63,57
Carson Tabaracci,USC,TE,72,79,70,83,,88,89,82
Josiah Jefferson,USC,TE,72,82,69,83,,85,86,76
Kendarius Reddick,USC,SS,72,89,51,89,,89,87,85
Luke Longway,USC,FS,72,89,65,87,,92,86,85
Turner Hensley,USC,LG,72,61,84,73,,76,73,60
Vincent Kemp,USC,LT,72,58,87,73,,70,73,50
Grant Watkins,USC,MIKE,71,81,77,83,,88,86,82
Jaylen Griffith,USC,SS,71,90,61,89,,92,90,88
Kaylon Miller,USC,RG,71,52,87,64,,66,64,54
Marquis Gallegos,USC,FS,71,88,54,89,,91,86,86
Matt Harper-Johnson,USC,SS,71,88,72,86,,91,84,86
Ta'Mere Robinson,USC,WILL,71,80,76,82,,87,83,77
Zaire Smith,USC,LEDG,71,69,88,69,,73,71,51
Lachlan Carrigan,USC,P,70,58,49,55,,59,68,47
Shawn Ward,USC,REDG,70,79,71,76,,89,85,70
Mikell Perkins,USC,MIKE,69,80,76,83,,88,84,81
Simote Katoanga,USC,REDG,69,72,76,73,,78,77,71
Walter Matthews,USC,TE,69,80,75,82,,87,87,72
Willi Wascher,USC,C,68,61,87,56,,65,59,52
Caleb Cook,USF,RG,87,62,91,61,,72,67,55
Nico Gramatica,USF,K,85,76,35,67,,84,67,54
C.J. Hicks,USF,REDG,84,87,78,88,,92,89,82
Kenny Odom,USF,WR,84,93,51,91,,92,87,90
Ayden Jackson,USF,FS,83,89,56,87,,91,89,86
Thomas Shrader,USF,LG,83,61,88,61,,71,68,57
Bryson Rodgers,USF,WR,80,91,63,91,,93,92,89
Mudia Reuben,USF,WR,80,88,76,86,,90,90,84
Za'Quan Bryan,USF,CB,80,90,57,93,,93,88,91
Amarion Fortenberry,USF,CB,79,92,51,90,,93,88,90
Cameron Seldon,USF,WR,79,90,74,87,,92,92,86
Terry Simmons Jr.,USF,DT,79,56,91,56,,69,69,44
Asani Redwood,USF,DT,78,63,83,62,,74,72,52
Grayson Howard,USF,MIKE,78,82,73,83,,87,87,78
Julius Tate,USF,RG,78,58,87,55,,68,66,49
Major Dillard,USF,DT,78,58,89,57,,66,65,54
Alvon Isaac,USF,HB,77,91,60,88,,93,87,88
Arhmad Branch,USF,WR,77,90,55,90,,93,93,89
D.J. Crowther,USF,HB,77,86,78,82,,89,84,81
Jason Collins Jr.,USF,HB,77,89,64,90,,92,87,88
Tavin Ward,USF,FS,77,85,66,84,,90,83,82
Wyatt Sullivan,USF,TE,77,81,73,85,,88,87,83
Lucas Cavanaugh,USF,K,76,69,50,70,,72,69,70
Michael Williams Ii,USF,LEDG,76,73,82,74,,84,79,69
Armani Winfield,USF,WR,75,90,67,87,,89,87,84
Cash Hudson,USF,C,75,64,82,58,,69,63,54
Ethan Green,USF,RT,75,60,87,62,,74,73,53
Israel Boyce,USF,SS,75,91,58,89,,93,89,87
Jeyquan Smith,USF,WR,75,93,56,87,,95,92,87
Luke Goater,USF,P,75,68,52,62,,70,73,51
Michael Van Buren Jr.,USF,QB,75,85,57,86,,88,84,85
Tray Kinkle,USF,HB,75,88,62,89,,92,85,87
Chase Garnett,USF,HB,74,85,68,85,,86,83,83
Jaden Alexis,USF,WR,74,89,65,87,,91,88,85
Jaron Glover,USF,WR,74,88,72,86,,91,89,85
Luke Kromenhoek,USF,QB,74,84,65,85,,87,81,84
Malcolm Ziglar,USF,SS,74,92,67,87,,93,89,87
Terrell Jones,USF,LEDG,73,73,81,70,,79,79,64
Michael Wooten,USF,LG,72,64,87,57,,72,71,55
Shamar Meikle,USF,REDG,72,82,65,78,,86,84,76
A'Mon Lane-Ganus,USF,CB,71,93,57,93,,96,93,90
Arkese Parks,USF,WR,71,91,49,88,,91,91,87
Brooks Williams Jr.,USF,LEDG,71,80,64,77,,86,72,68
Calvin Adkisson,USF,QB,71,83,60,88,,87,82,86
Tayvion Beasley,USF,CB,71,91,50,90,,94,89,87
Zavier Hamilton,USF,WILL,71,78,76,76,,85,85,75
Cedrick Hawkins Jr.,USF,FS,70,88,61,84,,88,87,84
Jahari Grant,USF,DT,70,58,87,54,,67,73,47
Gio Wright,USF,RT,69,58,85,71,,72,71,55
James Jenkins,USF,LT,69,60,85,57,,71,72,54
Jordan Harrison,USF,RG,69,64,80,57,,74,65,55
Levi Smiley,USF,LEDG,69,79,63,76,,83,79,73
Michael Harris,USF,MIKE,69,88,73,86,,87,91,87
Richard Scott Iii,USF,DT,69,73,68,71,,80,73,64
Teddy Foster,USF,CB,69,90,49,89,,93,92,87
Ashton Mosley,USF,REDG,68,79,69,77,,85,85,73
Devin Davis,USF,RG,68,58,85,55,,72,65,52
Gerrick Gordon Jr.,USF,LG,68,66,78,62,,72,72,55
Joshua Porter,USF,WR,68,86,53,85,,88,87,83
Marshon Oxley,USF,SAM,68,82,64,83,,87,81,74
Devon Dampier,UTAH,QB,89,88,66,91,,93,88,90
Wayshawn Parker,UTAH,HB,86,91,68,89,,92,87,89
Braden Pegan,UTAH,WR,85,89,69,87,,91,85,83
Jackson Bennee,UTAH,FS,85,88,65,89,,91,87,88
Elijah Davis,UTAH,CB,83,90,67,92,,93,91,89
Kyri Shoels,UTAH,WR,83,89,55,90,,90,89,85
Creed Whittemore,UTAH,WR,82,90,56,92,,93,87,90
Larry Simmons,UTAH,WR,82,91,62,90,,92,90,89
Daniel Bray,UTAH,HB,80,94,58,91,,95,93,90
Lance Holtzclaw,UTAH,LEDG,80,81,73,81,,87,85,78
Elijah Reed,UTAH,CB,79,86,61,84,,88,87,82
Ethan Day,UTAH,REDG,79,79,79,76,,84,76,73
Karson Kaufusi,UTAH,DT,79,69,81,67,,79,75,63
Keith Olson,UTAH,RG,79,57,89,55,,67,59,52
Paul Fitzgerald,UTAH,LEDG,79,73,79,70,,83,76,62
Rabbit Evans,UTAH,SS,79,86,72,87,,89,85,84
Zereque Williams,UTAH,LT,79,62,89,56,,71,71,50
Anthony Idane,UTAH,DT,78,61,90,64,,73,71,46
Byrd Ficklin,UTAH,QB,78,85,60,86,,90,85,86
Kelvin Obot,UTAH,LT,78,76,79,79,,84,75,75
Nate Ritchie,UTAH,FS,78,88,72,84,,90,85,84
Brock Baldwin,UTAH,DT,77,63,90,64,,75,73,47
Dillon Curtis,UTAH,K,77,59,36,53,,62,64,51
Lucas Samsula,UTAH,DT,77,62,86,64,,71,73,52
Solatoa Mdea'I,UTAH,LG,77,51,93,49,,61,62,47
Steve Chavez-Soto,UTAH,HB,77,87,66,86,,90,82,84
Alex Harrison,UTAH,C,76,59,88,58,,69,62,52
Johnathan Hall,UTAH,MIKE,76,86,71,81,,88,82,78
Tobias Merriweather,UTAH,WR,76,93,61,86,,90,89,84
Cedric Jefferson,UTAH,RT,75,70,84,65,,75,75,57
James Chenult,UTAH,CB,75,89,55,89,,91,88,87
Mana Carvalho,UTAH,WR,75,89,51,90,,93,83,88
Semi Taulanga,UTAH,DT,75,66,88,58,,73,70,54
Nate Johnson,UTAH,QB,74,91,59,90,,93,93,88
Kash Dillon,UTAH,LEDG,73,82,66,79,,90,85,78
Lamarcus Bell,UTAH,HB,73,86,62,87,,89,80,85
Noah Bennee,UTAH,TE,73,77,70,78,,83,84,75
Pj Takitaki,UTAH,REDG,73,80,73,77,,83,79,72
Rock Caldwell,UTAH,CB,73,87,55,88,,90,87,85
Roger Alderman,UTAH,RG,73,66,83,66,,77,77,56
Brian Savea,UTAH,DT,72,62,90,62,,73,73,46
D.J. Crater,UTAH,LG,72,61,86,72,,76,72,61
Isaiah Garcia,UTAH,RT,72,69,83,66,,76,80,54
Jamal Wallace,UTAH,DT,72,75,86,76,,76,81,65
Reece Parenter,UTAH,LG,72,69,86,65,,73,70,55
Sione Motuapuaka,UTAH,TE,72,73,80,73,,82,67,67
Tim Pinesilver,UTAH,LEDG,72,67,90,66,,73,69,49
Donnell Alexander,UTAH,WR,71,90,61,87,,91,86,88
Dylan Waters,UTAH,CB,71,89,54,85,,91,90,83
Elijah Thomas,UTAH,QB,71,76,65,79,,83,76,77
Jc Hart,UTAH,CB,71,89,74,85,,91,86,87
Lagary Mitchell,UTAH,MIKE,71,80,73,78,,83,86,78
Major Hinchen,UTAH,CB,71,89,53,86,,90,90,86
Myron Green,UTAH,LT,71,61,85,74,,73,71,55
Nathan Tilmon,UTAH,SS,71,90,59,86,,90,89,85
Orion Phillips,UTAH,P,71,53,29,33,,49,45,33
Trenton Wilson,UTAH,CB,71,90,59,88,,93,88,89
Trevor Palm,UTAH,C,71,62,81,74,,80,74,61
Bernard Connell,UTAH,CB,70,90,57,90,,94,91,92
Cyrus Polu,UTAH,WILL,70,83,66,81,,86,84,78
Daidren Zipperer,UTAH,WR,70,87,52,85,,87,87,86
Ja'Teris Winfrey,UTAH,QB,70,84,66,88,,88,82,85
Marcus Wimberly,UTAH,FS,70,84,69,83,,87,84,81
Nicholas Brown,UTAH,CB,70,87,45,86,,89,84,85
Ricky Johnson,UTAH,WR,70,89,58,87,,88,91,85
Kana'I Lopes,UTAH,MIKE,69,83,65,84,,87,84,81
Trey Reynolds,UTAH,WILL,69,82,71,77,,84,80,75
Anthony Fehoko,UTAH,LG,68,58,85,71,,70,71,55
Craig Gibbons,UTAH,MIKE,68,79,78,81,,87,83,75
Patrick Warner,UTAH,TE,68,77,72,79,,87,85,76
Will Monney,UTAH,TE,68,73,74,75,,81,73,72
Brevin Hamblin,UTAH STATE,SS,84,85,72,86,,88,90,83
Harrison Taggart,UTAH STATE,MIKE,83,87,81,83,,92,87,79
Javon Robinson,UTAH STATE,WR,83,92,42,91,,93,86,90
Javen Jacobs,UTAH STATE,HB,82,91,65,89,,93,92,88
Tavo Motu'Apuaka,UTAH STATE,RG,81,56,92,52,,65,59,41
Chapman Lewis,UTAH STATE,FS,80,89,59,89,,91,92,87
Jimmy Liston,UTAH STATE,C,80,65,87,64,,74,72,58
Ta'Avili Tuitama,UTAH STATE,DT,79,63,86,62,,71,71,53
Bronson Olevad Jr.,UTAH STATE,MIKE,78,81,75,77,,84,79,76
Tyree Morris,UTAH STATE,REDG,78,72,81,71,,80,74,69
Bryson Taylor,UTAH STATE,CB,77,90,56,87,,92,87,86
James Jenette,UTAH STATE,REDG,77,83,67,80,,89,88,81
L.J. Johnson Jr.,UTAH STATE,WR,77,91,60,90,,93,92,88
Quincy Wright,UTAH STATE,DT,77,59,85,54,,70,66,50
Sesi Vailahi,UTAH STATE,HB,77,86,74,82,,87,83,83
Carson Tujague,UTAH STATE,LEDG,76,73,83,71,,78,68,61
Chris Joe,UTAH STATE,WILL,76,85,73,85,,88,81,78
George Maile,UTAH STATE,LG,76,59,86,55,,73,77,52
London Rehkow,UTAH STATE,P,76,65,45,62,,63,70,44
Anthony Garcia,UTAH STATE,WR,75,85,59,89,,89,89,86
D'Angelo Mayes,UTAH STATE,CB,75,88,57,87,,90,87,85
Amari Spriggs,UTAH STATE,HB,74,87,74,87,,90,82,89
Antonio Bluiett,UTAH STATE,CB,74,86,67,86,,89,89,84
Marcus Mckenzie,UTAH STATE,CB,74,96,53,92,,95,91,90
Mccae Hillstead,UTAH STATE,QB,74,75,62,76,,78,75,77
Nikko Boncore,UTAH STATE,WR,74,88,68,88,,89,87,87
Seth Wilfred,UTAH STATE,RT,74,57,91,55,,65,70,51
Bobby Arnold Iii,UTAH STATE,FS,73,87,57,85,,89,83,84
George Stewart,UTAH STATE,LEDG,73,67,88,64,,73,69,51
Kye Stokes,UTAH STATE,CB,73,91,65,86,,92,87,87
Noah White,UTAH STATE,HB,73,87,67,83,,89,82,80
Phillip Josephsen,UTAH STATE,P,73,69,60,66,,66,72,67
Demick Starling,UTAH STATE,WR,72,87,62,84,,89,87,83
John Randle Jr.,UTAH STATE,LT,72,65,87,69,,72,68,53
Eli Wood,UTAH STATE,WR,71,86,71,83,,88,85,81
John Shepard,UTAH STATE,CB,71,88,50,85,,89,83,85
Nathan Childress,UTAH STATE,QB,71,77,58,79,,85,77,77
Nehemiah Washington,UTAH STATE,HB,71,85,71,85,,87,86,83
Ronnie Mageo,UTAH STATE,REDG,71,73,79,74,,81,77,67
D'Andre Barnes,UTAH STATE,FS,70,88,67,86,,90,89,85
Jeremiah Holmes,UTAH STATE,SAM,70,79,75,78,,84,79,76
Kaleb Maryland,UTAH STATE,QB,70,83,61,84,,86,87,83
Marlon Lamb,UTAH STATE,LT,70,67,78,78,,81,79,60
Arnold Townsend,UTAH STATE,WILL,69,77,78,80,,85,83,75
Chewy Wade,UTAH STATE,LT,69,59,82,60,,70,72,55
David Kabongo,UTAH STATE,FS,69,88,50,89,,92,86,89
Asher Cunningham,UTAH STATE,WILL,68,75,75,77,,83,85,75
Jackson Nelson,UTAH STATE,RT,68,63,84,58,,71,65,52
Tevita Tuha,UTAH STATE,REDG,68,77,74,76,,80,80,73
